Year,Grid,Week,Date,Day 1,Day 2,Spp,Tag #,Status,Ear,Fate,Sex
1995,Green Control,198,Apr 25-26,C3,,PL,C1801,N,1,2,2
1995,Green Control,198,Apr 25-26,K11,K11,PL,C1802,N,1,2,1
1995,Green Control,198,Apr 25-26,,E1,PL,C1851,N,1,2,2
1995,Green Control,198,Apr 25-26,,F1,PL,,N,,2,1
1995,Green Control,198,Apr 25-26,,K7,PL,C1852,N,1,2,2
1995,Green Control,198,Apr 25-26,,B2,PL,C1803,N,1,2,2
1995,Green Control,198,Apr 25-26,,D2,PL,C1804,N,1,2,2
1995,Green Control,198,Apr 25-26,,G2,PL,C1805,N,1,2,2
1995,Green Control,198,Apr 25-26,,J2,PL,C1806,N,1,2,2
1995,Green Control,198,Apr 25-26,,B10,PL,C1807,N,1,2,1
1995,Green Control,202,May 23-24,B1,B1,PL,C1808,N,1,2,2
1995,Green Control,202,May 23-24,B2,,PL,C1803,P,1,1,2
1995,Green Control,202,May 23-24,B4,B4,PL,C1801,P,1,1,2
1995,Green Control,202,May 23-24,B7,B7,PL,C1809,N,1,2,1
1995,Green Control,202,May 23-24,D3,C3,PL,C1804,P,1,1,2
1995,Green Control,202,May 23-24,D1,,PL,C1812,N,1,2,2
1995,Green Control,202,May 23-24,F2,G1,PL,C1813,N,1,2,1
1995,Green Control,202,May 23-24,F5,G4,PL,C1814,N,1,2,2
1995,Green Control,202,May 23-24,F7,D5,PL,C1816,N,1,2,1
1995,Green Control,202,May 23-24,H10,H10,PL,C1818,N,1,2,2
1995,Green Control,202,May 23-24,H9,,PL,C1819,N,1,2,1
1995,Green Control,202,May 23-24,H7,J7,PL,C1820,N,1,2,2
1995,Green Control,202,May 23-24,J6,K5,PL,C1824,N,1,2,2
1995,Green Control,202,May 23-24,K11,,PL,C1826,N,1,2,1
1995,Green Control,202,May 23-24,K10,,PL,C1827,N,1,2,2
1995,Green Control,202,May 23-24,K9,,PL,C1828,N,1,2,1
1995,Green Control,202,May 23-24,K7,,PL,C1829,N,1,2,1
1995,Green Control,202,May 23-24,K5,K6,PL,C1830,N,1,2,1
1995,Green Control,202,May 23-24,K3,,PL,C1831,N,1,2,2
1995,Green Control,202,May 23-24,K1,J1,PL,C1832,N,1,2,1
1995,Green Control,202,May 23-24,A2,B2,PL,C1853,N,1,2,2
1995,Green Control,202,May 23-24,A6,A6,PL,C1854,N,1,2,2
1995,Green Control,202,May 23-24,A9,,PL,C1856,N,1,2,2
1995,Green Control,202,May 23-24,C9,C9,PL,C1857,N,1,2,1
1995,Green Control,202,May 23-24,C7,,PL,C1859,N,1,2,1
1995,Green Control,202,May 23-24,C6,,PL,C1860,N,1,2,1
1995,Green Control,202,May 23-24,C4,,PL,,D,,4,1
1995,Green Control,202,May 23-24,C3,C2,PL,C1861,N,1,2,1
1995,Green Control,202,May 23-24,E1,F1,PL,C1862,N,1,2,1
1995,Green Control,202,May 23-24,E9,,PL,C1863,N,1,2,1
1995,Green Control,202,May 23-24,G11,,PL,C1864,N,1,2,1
1995,Green Control,202,May 23-24,G9,G9,PL,C1865,N,1,2,1
1995,Green Control,202,May 23-24,G1,,PL,C1805,P,1,1,2
1995,Green Control,202,May 23-24,I10,I10,PL,C1871,N,1,2,1
1995,Green Control,202,May 23-24,I11,I11,PL,C1872,N,1,2,2
1995,Green Control,202,May 23-24,,A1,PL,C1873,N,1,2,1
1995,Green Control,202,May 23-24,,A2,PL,C1874,N,1,2,1
1995,Green Control,202,May 23-24,,A2,PL,C1875,N,1,2,2
1995,Green Control,202,May 23-24,,A3,PL,C1876,N,1,2,1
1995,Green Control,202,May 23-24,,A5,PL,C1877,N,1,2,2
1995,Green Control,202,May 23-24,,A8,PL,C1879,N,1,2,1
1995,Green Control,202,May 23-24,,A9,PL,C1880,N,1,2,2
1995,Green Control,202,May 23-24,,A9,PL,,P,1,1,
1995,Green Control,202,May 23-24,,C11,PL,C1881,N,1,2,1
1995,Green Control,202,May 23-24,,C8,PL,C1882,N,1,2,2
1995,Green Control,202,May 23-24,,C7,PL,C1883,N,1,2,1
1995,Green Control,202,May 23-24,,E1,PL,C1884,N,1,2,1
1995,Green Control,202,May 23-24,,E8,PL,C1885,N,1,2,2
1995,Green Control,202,May 23-24,,G10,PL,C1887,N,1,2,1
1995,Green Control,202,May 23-24,,I2,PL,C1888,N,1,2,1
1995,Green Control,202,May 23-24,,I4,PL,C1889,N,1,2,1
1995,Green Control,202,May 23-24,,I4,PL,C1890,N,1,2,2
1995,Green Control,202,May 23-24,,B11,PL,C1836,N,1,2,1
1995,Green Control,202,May 23-24,,F1,PL,C1838,N,1,2,1
1995,Green Control,202,May 23-24,,F2,PL,C1851,P,1,1,2
1995,Green Control,202,May 23-24,,F3,PL,C1839,N,1,2,2
1995,Green Control,202,May 23-24,,F8,PL,,P,1,1,
1995,Green Control,202,May 23-24,,F11,PL,C1842,N,1,2,2
1995,Green Control,202,May 23-24,,H7,PL,C1843,N,1,2,1
1995,Green Control,202,May 23-24,,H5,PL,C1844,N,1,2,1
1995,Green Control,202,May 23-24,,H3,PL,C1845,N,1,2,2
1995,Green Control,202,May 23-24,,K11,PL,C1846,N,1,2,2
1995,Green Control,202,May 23-24,,K10,PL,C1847,N,1,2,2
1995,Green Control,202,May 23-24,,K8,PL,C878,P,1,1,2
1995,Green Control,202,May 23-24,,K4,PL,C1849,N,1,2,1
1995,Green Control,206,June 20-21,B1,A1,PL,C1850,N,1,2,1
1995,Green Control,206,June 20-21,B2,,PL,C2001,N,1,2,2
1995,Green Control,206,June 20-21,B4,,PL,C2002,N,1,2,1
1995,Green Control,206,June 20-21,B5,B6,PL,C2003,N,1,2,1
1995,Green Control,206,June 20-21,B7,,PL,C2004,N,1,2,2
1995,Green Control,206,June 20-21,B8,C10,PL,C1856,P,1,1,2
1995,Green Control,206,June 20-21,B8,,PL,C1882,P,1,1,2
1995,Green Control,206,June 20-21,B10,B11,PL,C2005,N,1,2,1
1995,Green Control,206,June 20-21,D11,,PL,C2008,N,1,2,2
1995,Green Control,206,June 20-21,D1,,PL,C1812,P,1,1,2
1995,Green Control,206,June 20-21,F1,E2,PL,C1813,P,1,1,1
1995,Green Control,206,June 20-21,F4,F4,PL,C1844,P,1,1,1
1995,Green Control,206,June 20-21,F7,G7,PL,C1843,P,1,1,1
1995,Green Control,206,June 20-21,F8,E8,PL,C2011,N,1,2,2
1995,Green Control,206,June 20-21,F9,,PL,C1865,P,1,1,2
1995,Green Control,206,June 20-21,F11,,PL,C2012,N,1,2,1
1995,Green Control,206,June 20-21,H10,,PL,C1864,P,1,1,1
1995,Green Control,206,June 20-21,H9,,PL,C2013,N,1,2,1
1995,Green Control,206,June 20-21,H7,,PL,C2014,N,1,2,1
1995,Green Control,206,June 20-21,H4,H5,PL,C1845,P,1,1,2
1995,Green Control,206,June 20-21,J1,,PL,C2016,N,1,2,1
1995,Green Control,206,June 20-21,J4,,PL,C2018,N,1,1,2
1995,Green Control,206,June 20-21,J9,,PL,C2019,N,1,2,1
1995,Green Control,206,June 20-21,J10,,PL,C2020,N,1,2,2
1995,Green Control,206,June 20-21,K11,K11,PL,C1826,P,1,1,1
1995,Green Control,206,June 20-21,K11,K11,PL,C1846,P,1,1,2
1995,Green Control,206,June 20-21,K10,J11,PL,C1871,P,1,1,1
1995,Green Control,206,June 20-21,K8,,PL,C2021,N,1,2,1
1995,Green Control,206,June 20-21,K6,K5,PL,C1830,P,1,1,1
1995,Green Control,206,June 20-21,K3,,PL,,P,1,,
1995,Green Control,206,June 20-21,K1,I1,PL,C1832,P,1,1,1
1995,Green Control,206,June 20-21,K1,,PL,C2025,N,1,2,1
1995,Green Control,206,June 20-21,A1,A2,PL,C1875,P,1,1,2
1995,Green Control,206,June 20-21,A2,,PL,C1892,N,1,2,2
1995,Green Control,206,June 20-21,A2,,PL,C1801,P,1,1,2
1995,Green Control,206,June 20-21,A5,A5,PL,C1854,P,1,1,2
1995,Green Control,206,June 20-21,A11,A11,PL,C1895,N,1,2,1
1995,Green Control,206,June 20-21,C9,B7,PL,C1857,P,1,1,1
1995,Green Control,206,June 20-21,C7,,PL,C1879,P,1,1,1
1995,Green Control,206,June 20-21,C3,,PL,,N,,2,1
1995,Green Control,206,June 20-21,C1,C1,PL,C1861,P,1,1,1
1995,Green Control,206,June 20-21,C1,,PL,C1896,N,1,2,1
1995,Green Control,206,June 20-21,E2,,PL,C1851,P,1,1,2
1995,Green Control,206,June 20-21,E2,,PL,C1900,N,1,2,2
1995,Green Control,206,June 20-21,E4,E3,PL,C1901,N,1,2,1
1995,Green Control,206,June 20-21,E10,,PL,C1881,P,1,1,1
1995,Green Control,206,June 20-21,G11,,PL,C1903,N,1,2,2
1995,Green Control,206,June 20-21,G10,G9,PL,C1887,P,1,1,1
1995,Green Control,206,June 20-21,G8,,PL,C1904,N,1,2,2
1995,Green Control,206,June 20-21,G4,,PL,C18??,P,1,1,2
1995,Green Control,206,June 20-21,G3,,PL,C1903,N,1,2,1
1995,Green Control,206,June 20-21,G2,,PL,C1869,P,1,1,1
1995,Green Control,206,June 20-21,G1,,PL,,P,1,,
1995,Green Control,206,June 20-21,I3,J4,PL,C1890,P,1,1,2
1995,Green Control,206,June 20-21,I3,H3,PL,C1888,P,1,1,1
1995,Green Control,206,June 20-21,,A5,PL,C2026,N,1,2,2
1995,Green Control,206,June 20-21,,A9,PL,C2028,N,1,2,1
1995,Green Control,206,June 20-21,,C9,PL,C2031,N,1,2,2
1995,Green Control,206,June 20-21,,C5,PL,C2032,N,1,2,2
1995,Green Control,206,June 20-21,,C2,PL,C1804,P,1,1,2
1995,Green Control,206,June 20-21,,E4,PL,C2034,N,1,2,1
1995,Green Control,206,June 20-21,,E6,PL,C2035,N,1,2,1
1995,Green Control,206,June 20-21,,E6,PL,C2036,N,1,2,1
1995,Green Control,206,June 20-21,,E9,PL,C2037,N,1,2,2
1995,Green Control,206,June 20-21,,E10,PL,C2038,N,1,2,2
1995,Green Control,206,June 20-21,,G11,PL,C1842,P,1,1,2
1995,Green Control,206,June 20-21,,G9,PL,C1887,P,1,1,1
1995,Green Control,206,June 20-21,,G4,PL,C2040,N,1,2,1
1995,Green Control,206,June 20-21,,G3,PL,C1814,P,1,1,2
1995,Green Control,206,June 20-21,,G2,PL,C2041,N,1,2,1
1995,Green Control,206,June 20-21,,G1,PL,C1805,P,1,1,2
1995,Green Control,206,June 20-21,,G1,PL,C1838,P,1,1,1
1995,Green Control,206,June 20-21,,I5,PL,C1889,P,1,1,1
1995,Green Control,206,June 20-21,,I6,PL,C1824,P,1,2,2
1995,Green Control,206,June 20-21,,I7,PL,C2042,N,1,2,2
1995,Green Control,206,June 20-21,,I11,PL,C2045,N,1,2,2
1995,Green Control,206,June 20-21,,K1,PL,C2047,N,1,2,2
1995,Green Control,206,June 20-21,,B1,PL,C1808,P,1,1,2
1995,Green Control,206,June 20-21,,B8,PL,C1911,N,1,2,1
1995,Green Control,206,June 20-21,,D7,PL,,N,,2,
1995,Green Control,206,June 20-21,,F1,PL,,P,1,1,
1995,Green Control,206,June 20-21,,F2,PL,C1862,P,1,1,1
1995,Green Control,206,June 20-21,,H10,PL,C1818,P,1,1,2
1995,Green Control,206,June 20-21,,H8,PL,C1917,N,1,2,1
1995,Green Control,206,June 20-21,,J1,PL,C1919,N,1,2,2
1995,Green Control,206,June 20-21,,J7,PL,C1820,P,1,1,2
1995,Green Control,206,June 20-21,,K8,PL,C1906,N,1,2,1
1995,Green Control,206,June 20-21,,K7,PL,C878,P,1,1,2
1995,Green Control,206,June 20-21,,K2,PL,C1831,P,1,1,2
1995,Green Control,213,Aug 8-9,A2,A2,PL,C1892,P,1,1,2
1995,Green Control,213,Aug 8-9,A3,,PL,C1861,P,1,1,1
1995,Green Control,213,Aug 8-9,A5,,PL,C2003,P,1,1,1
1995,Green Control,213,Aug 8-9,A6,,PL,C1911,P,1,1,1
1995,Green Control,213,Aug 8-9,C11,C11,PL,C1921,N,1,2,2
1995,Green Control,213,Aug 8-9,C11,C10,PL,C1922,N,1,2,1
1995,Green Control,213,Aug 8-9,C6,,PL,C2004,P,1,1,2
1995,Green Control,213,Aug 8-9,C5,,PL,C1923,N,1,2,2
1995,Green Control,213,Aug 8-9,C3,C2,PL,C1924,N,1,2,2
1995,Green Control,213,Aug 8-9,C3,C3,PL,C1925,N,1,2,2
1995,Green Control,213,Aug 8-9,E1,,PL,C1804,P,1,1,2
1995,Green Control,213,Aug 8-9,E2,E2,PL,C1901,P,1,1,1
1995,Green Control,213,Aug 8-9,E4,E4,PL,D522,P,1,1,1
1995,Green Control,213,Aug 8-9,E8,F8,PL,C2011,P,1,1,2
1995,Green Control,213,Aug 8-9,E9,,PL,C1881,P,1,1,1
1995,Green Control,213,Aug 8-9,G10,G10,PL,C1842,P,1,1,2
1995,Green Control,213,Aug 8-9,G11,G11,PL,C1903,P,1,1,2
1995,Green Control,213,Aug 8-9,G11,,PL,C1926,N,1,2,1
1995,Green Control,213,Aug 8-9,G9,G9,PL,C1819,P,1,1,1
1995,Green Control,213,Aug 8-9,G9,,PL,C1927,RT,2,1,2
1995,Green Control,213,Aug 8-9,G7,,PL,C1843,P,1,1,1
1995,Green Control,213,Aug 8-9,G4,G4,PL,C1814,P,1,1,2
1995,Green Control,213,Aug 8-9,G2,I4,PL,C1862,P,1,1,1
1995,Green Control,213,Aug 8-9,I2,I2,PL,C1838,P,1,1,1
1995,Green Control,213,Aug 8-9,I4,,PL,C1890,P,1,1,2
1995,Green Control,213,Aug 8-9,I5,I6,PL,C1824,P,1,1,2
1995,Green Control,213,Aug 8-9,I10,I11,PL,C2013,P,1,1,1
1995,Green Control,213,Aug 8-9,I10,I10,PL,C1871,P,1,1,1
1995,Green Control,213,Aug 8-9,K2,J2,PL,C1831,P,1,1,2
1995,Green Control,213,Aug 8-9,B1,,PL,C1875,P,1,1,2
1995,Green Control,213,Aug 8-9,B1,,PL,C1850,P,1,1,1
1995,Green Control,213,Aug 8-9,B2,,PL,C2048,RT,1,1,2
1995,Green Control,213,Aug 8-9,B2,,PL,C2049,N,1,2,1
1995,Green Control,213,Aug 8-9,B4,B4,PL,C1801,P,1,1,2
1995,Green Control,213,Aug 8-9,B6,C6,PL,C1879,P,1,1,1
1995,Green Control,213,Aug 8-9,B7,B7,PL,C1857,P,1,1,1
1995,Green Control,213,Aug 8-9,B8,B8,PL,C1882,P,1,1,2
1995,Green Control,213,Aug 8-9,B10,A11,PL,C2050,N,1,2,2
1995,Green Control,213,Aug 8-9,B11,A10,PL,C1895,P,1,1,1
1995,Green Control,213,Aug 8-9,D7,D7,PL,C1885,P,1,1,2
1995,Green Control,213,Aug 8-9,F1,F1,PL,C1851,P,1,1,2
1995,Green Control,213,Aug 8-9,F1,F1,PL,C2052,N,1,2,1
1995,Green Control,213,Aug 8-9,F2,,PL,C2053,N,1,2,1
1995,Green Control,213,Aug 8-9,F6,,PL,C2054,N,1,2,1
1995,Green Control,213,Aug 8-9,F7,E8,PL,C1859,P,1,1,1
1995,Green Control,213,Aug 8-9,F8,,PL,C2038,P,1,1,2
1995,Green Control,213,Aug 8-9,H10,I11,PL,C1818,P,1,1,2
1995,Green Control,213,Aug 8-9,H9,H8,PL,C2055,N,1,2,2
1995,Green Control,213,Aug 8-9,H8,,PL,C2014,P,1,1,1
1995,Green Control,213,Aug 8-9,H5,H5,PL,C2042,P,1,1,2
1995,Green Control,213,Aug 8-9,J1,K1,PL,C1832,P,1,1,1
1995,Green Control,213,Aug 8-9,J2,J2,PL,C1849,P,1,1,1
1995,Green Control,213,Aug 8-9,J2,,PL,C2016,P,1,1,1
1995,Green Control,213,Aug 8-9,J4,,PL,C2056,N,1,2,2
1995,Green Control,213,Aug 8-9,J7,,PL,C1917,P,1,1,1
1995,Green Control,213,Aug 8-9,J8,K8,PL,C2021,P,1,1,1
1995,Green Control,213,Aug 8-9,J9,,PL,C2019,P,1,1,1
1995,Green Control,213,Aug 8-9,J10,,PL,C2020,P,1,1,2
1995,Green Control,213,Aug 8-9,J11,,PL,C2057,N,1,2,1
1995,Green Control,213,Aug 8-9,K11,,PL,C2058,N,1,2,1
1995,Green Control,213,Aug 8-9,K7,K8,PL,C1906,P,1,1,1
1995,Green Control,213,Aug 8-9,K6,,PL,C1830,P,1,1,1
1995,Green Control,213,Aug 8-9,K4,,PL,C2061,N,1,2,1
1995,Green Control,213,Aug 8-9,K3,,PL,C2062,N,1,2,2
1995,Green Control,213,Aug 8-9,K1,,PL,C2047,P,1,1,2
1995,Green Control,213,Aug 8-9,,B2,PL,C1928,N,1,2,1
1995,Green Control,213,Aug 8-9,,B2,PL,C1929,N,1,2,2
1995,Green Control,213,Aug 8-9,,B4,PL,C1930,N,1,2,1
1995,Green Control,213,Aug 8-9,,F1,PL,C1933,N,1,2,1
1995,Green Control,213,Aug 8-9,,H4,PL,C1845,P,1,1,
1995,Green Control,213,Aug 8-9,,K11,PL,C1935,N,1,2,1
1995,Green Control,213,Aug 8-9,,K7,PL,C1820,P,1,1,2
1995,Green Control,213,Aug 8-9,,K4,PL,C1939,N,1,2,1
1995,Green Control,213,Aug 8-9,,A3,PL,C2063,N,1,2,1
1995,Green Control,213,Aug 8-9,,A9,PL,C2066,N,1,2,2
1995,Green Control,213,Aug 8-9,,C11,PL,C2067,N,1,2,1
1995,Green Control,213,Aug 8-9,,E10,PL,C2037,P,1,1,2
1995,Green Control,213,Aug 8-9,,I1,PL,C2069,N,1,2,1
1995,Green Control,213,Aug 8-9,,I2,PL,C1805,P,1,1,2
1995,Green Control,213,Aug 8-9,,I5,PL,C2070,N,1,2,1
1995,Green Control,213,Aug 8-9,,I8,PL,C2071,N,1,2,1
1995,Green Control,218,Sept 12-13,A1,,PL,C1850,P,1,1,1
1995,Green Control,218,Sept 12-13,A2,,PL,C1892,P,1,1,2
1995,Green Control,218,Sept 12-13,A5,,PL,C2063,P,1,1,1
1995,Green Control,218,Sept 12-13,A5,,PL,C1801,P,1,1,2
1995,Green Control,218,Sept 12-13,A6,,PL,C1930,P,1,1,1
1995,Green Control,218,Sept 12-13,A9,,PL,C1880,P,1,1,2
1995,Green Control,218,Sept 12-13,A10,,PL,C2050,P,1,1,2
1995,Green Control,218,Sept 12-13,B7,C6,PL,C2004,P,1,1,2
1995,Green Control,218,Sept 12-13,B4,,PL,C1861,P,1,1,1
1995,Green Control,218,Sept 12-13,B2,,PL,C1928,P,1,1,1
1995,Green Control,218,Sept 12-13,B1,A1,PL,C1937,RT,2,1,2
1995,Green Control,218,Sept 12-13,C2,,PL,C1804,P,1,1,2
1995,Green Control,218,Sept 12-13,C3,,PL,C1938,RT,2,1,2
1995,Green Control,218,Sept 12-13,C5,C5,PL,C1940,N,1,2,2
1995,Green Control,218,Sept 12-13,C6,,PL,C1879,P,1,1,1
1995,Green Control,218,Sept 12-13,C9,,PL,C1941,N,1,2,1
1995,Green Control,218,Sept 12-13,C10,C11,PL,C1922,P,1,1,1
1995,Green Control,218,Sept 12-13,C11,C10,PL,C1921,P,1,1,2
1995,Green Control,218,Sept 12-13,D7,F9,PL,C1859,P,1,1,1
1995,Green Control,218,Sept 12-13,E2,,PL,C2053,P,1,1,1
1995,Green Control,218,Sept 12-13,E4,E4,PL,C1816,P,1,1,1
1995,Green Control,218,Sept 12-13,E6,,PL,C2054,P,1,1,1
1995,Green Control,218,Sept 12-13,F7,,PL,C2011,P,1,1,2
1995,Green Control,218,Sept 12-13,F3,G4,PL,C1945,N,1,2,2
1995,Green Control,218,Sept 12-13,F1,,PL,C1833,P,1,1,1
1995,Green Control,218,Sept 12-13,G5,,PL,C2070,P,1,1,1
1995,Green Control,218,Sept 12-13,G6,,PL,C1843,P,1,1,1
1995,Green Control,218,Sept 12-13,G9,,PL,C1945,N,1,2,2
1995,Green Control,218,Sept 12-13,G10,,PL,C1842,P,1,1,2
1995,Green Control,218,Sept 12-13,H8,I10,PL,C2013,P,1,1,1
1995,Green Control,218,Sept 12-13,H4,,PL,C1845,P,1,1,2
1995,Green Control,218,Sept 12-13,I2,,PL,C1085,P,1,1,2
1995,Green Control,218,Sept 12-13,I10,,PL,,P,1,1,
1995,Green Control,218,Sept 12-13,I11,I11,PL,C1818,P,1,1,2
1995,Green Control,218,Sept 12-13,J9,K10,PL,C1949,N,1,2,2
1995,Green Control,218,Sept 12-13,J1,K1,PL,C2069,P,1,1,1
1995,Green Control,218,Sept 12-13,K1,,PL,C1849,P,1,3,
1995,Green Control,218,Sept 12-13,K3,K3,PL,C1953,N,1,2,1
1995,Green Control,218,Sept 12-13,K5,K5,PL,C1955,N,1,2,2
1995,Green Control,218,Sept 12-13,K7,J8,PL,C2021,P,1,1,1
1995,Green Control,218,Sept 12-13,K7,,PL,C1956,N,1,2,2
1995,Green Control,218,Sept 12-13,K11,,PL,C2057,P,1,1,1
1995,Green Control,218,Sept 12-13,,B5,PL,,P,1,,
1995,Green Control,218,Sept 12-13,,B2,PL,C2048,P,1,1,2
1995,Green Control,218,Sept 12-13,,C2,PL,C1924,P,1,1,2
1995,Green Control,218,Sept 12-13,,G6,PL,C1962,N,1,2,2
1995,Green Control,218,Sept 12-13,,G10,PL,C1819,P,1,1,1
1995,Green Control,218,Sept 12-13,,J1,PL,C2016,P,1,1,1
1995,Green Control,218,Sept 12-13,,K6,PL,C1824,P,1,1,2
1995,Green Control,218,Sept 12-13,,K11,PL,C1935,P,1,1,1
1995,Green Control,218,Sept 12-13,,A2,PL,C1957,N,1,2,1
1995,Green Control,218,Sept 12-13,,F5,PL,C2076,N,1,2,2
1995,Green Control,218,Sept 12-13,,F3,PL,C1943,N,1,2,2
1995,Green Control,218,Sept 12-13,,G1,PL,C1838,P,1,1,1
1995,Green Control,218,Sept 12-13,,G11,PL,,P,1,1,
1995,Green Control,218,Sept 12-13,,H4,PL,C1963,N,1,2,1
1995,Green Control,218,Sept 12-13,,H3,PL,C1944,P,1,1,1
1995,Green Control,218,Sept 12-13,,I5,PL,C2077,N,1,2,2
1995,Green Control,218,Sept 12-13,,J11,PL,C2058,P,1,1,1
1995,Green Control,218,Sept 12-13,,J10,PL,C2020,P,1,1,2
1995,Green Control,218,Sept 12-13,,J9,PL,C2019,P,1,1,1
1995,Green Control,218,Sept 12-13,,K2,PL,C1831,P,1,1,2
1995,Green Control,218,Sept 12-13,,K11,PL,C2023,N,1,2,2
1995,Green Control,222,Oct 9-10,A1,,PL,C1929,P,1,1,2
1995,Green Control,222,Oct 9-10,A2,A1,PL,C1892,P,1,1,2
1995,Green Control,222,Oct 9-10,A6,,PL,C1930,P,1,1,1
1995,Green Control,222,Oct 9-10,A9,,PL,C1880,P,1,1,2
1995,Green Control,222,Oct 9-10,A11,,PL,C1967,N,1,2,2
1995,Green Control,222,Oct 9-10,B11,B9,PL,C2050,P,1,1,2
1995,Green Control,222,Oct 9-10,B11,C10,PL,C1968,N,1,2,2
1995,Green Control,222,Oct 9-10,B7,,PL,C1969,N,1,2,1
1995,Green Control,222,Oct 9-10,B6,B6,PL,C2004,P,1,1,2
1995,Green Control,222,Oct 9-10,B4,B4,PL,C1923,P,1,1,2
1995,Green Control,222,Oct 9-10,B4,,PL,C1970,N,1,2,1
1995,Green Control,222,Oct 9-10,B2,,PL,C1850,P,1,1,1
1995,Green Control,222,Oct 9-10,C2,,PL,C1928,P,1,1,1
1995,Green Control,222,Oct 9-10,C6,,PL,C1876,P,1,1,1
1995,Green Control,222,Oct 9-10,C9,,PL,C1857,P,1,1,1
1995,Green Control,222,Oct 9-10,C9,,PL,C1941,P,1,1,1
1995,Green Control,222,Oct 9-10,C11,,PL,C1971,N,1,2,2
1995,Green Control,222,Oct 9-10,C11,,PL,C1972,N,1,2,1
1995,Green Control,222,Oct 9-10,D10,,PL,,N,,,
1995,Green Control,222,Oct 9-10,D6,A6,PL,C1974,N,1,2,2
1995,Green Control,222,Oct 9-10,E2,F2,PL,C1976,N,1,2,1
1995,Green Control,222,Oct 9-10,E4,,PL,C1940,P,1,1,2
1995,Green Control,222,Oct 9-10,E10,,PL,C1977,N,1,2,1
1995,Green Control,222,Oct 9-10,F10,,PL,C1978,N,1,2,1
1995,Green Control,222,Oct 9-10,F8,E8,PL,C1979,RT,2,1,1
1995,Green Control,222,Oct 9-10,F7,,PL,C2011,P,1,1,2
1995,Green Control,222,Oct 9-10,F5,G4,PL,C1844,P,1,1,1
1995,Green Control,222,Oct 9-10,F2,,PL,C2053,P,1,1,1
1995,Green Control,222,Oct 9-10,G4,G4,PL,C1845,P,1,1,2
1995,Green Control,222,Oct 9-10,G7,H7,PL,C1904,P,1,2,2
1995,Green Control,222,Oct 9-10,G9,,PL,C1981,N,1,2,1
1995,Green Control,222,Oct 9-10,G10,,PL,C1982,RT,2,1,2
1995,Green Control,222,Oct 9-10,G11,,PL,C1842,P,1,1,2
1995,Green Control,222,Oct 9-10,H11,I10,PL,C2013,P,1,1,1
1995,Green Control,222,Oct 9-10,H8,F7,PL,C1843,P,1,1,1
1995,Green Control,222,Oct 9-10,H2,I3,PL,C1945,P,1,1,2
1995,Green Control,222,Oct 9-10,I1,H1,PL,C1983,N,1,2,1
1995,Green Control,222,Oct 9-10,I2,,PL,C1805,P,1,1,2
1995,Green Control,222,Oct 9-10,I4,H3,PL,C1890,P,1,1,2
1995,Green Control,222,Oct 9-10,I5,,PL,C1917,P,1,1,1
1995,Green Control,222,Oct 9-10,I5,,PL,C2071,P,1,1,1
1995,Green Control,222,Oct 9-10,I6,,PL,C1824,P,1,1,2
1995,Green Control,222,Oct 9-10,I8,,PL,C1985,N,1,2,2
1995,Green Control,222,Oct 9-10,I10,,PL,C2045,P,1,1,2
1995,Green Control,222,Oct 9-10,I11,I11,PL,C1872,P,1,1,2
1995,Green Control,222,Oct 9-10,J8,,PL,C2021,P,1,1,1
1995,Green Control,222,Oct 9-10,J4,J3,PL,C1988,N,1,2,1
1995,Green Control,222,Oct 9-10,J3,J4,PL,C1989,N,1,2,2
1995,Green Control,222,Oct 9-10,K1,,PL,C2080,N,1,2,2
1995,Green Control,222,Oct 9-10,K2,K1,PL,C1991,N,1,2,1
1995,Green Control,222,Oct 9-10,K3,,PL,C1992,N,1,2,2
1995,Green Control,222,Oct 9-10,K4,,PL,C1993,N,1,2,1
1995,Green Control,222,Oct 9-10,K7,,PL,C1994,N,1,2,2
1995,Green Control,222,Oct 9-10,K7,,PL,C1906,D,,3,
1995,Green Control,222,Oct 9-10,K10,,PL,C1995,N,1,2,2
1995,Green Control,222,Oct 9-10,K10,J9,PL,C1996,N,1,2,1
1995,Green Control,222,Oct 9-10,K11,,PL,C2058,P,1,1,1
1995,Green Control,222,Oct 9-10,,A2,PL,C2063,P,1,1,1
1995,Green Control,222,Oct 9-10,,A3,PL,C2000,N,1,2,1
1995,Green Control,222,Oct 9-10,,A3,PL,C1999,N,1,2,2
1995,Green Control,222,Oct 9-10,,A5,PL,C1998,N,1,2,1
1995,Green Control,222,Oct 9-10,,A9,PL,C2081,N,1,2,1
1995,Green Control,222,Oct 9-10,,B5,PL,C2082,N,1,2,1
1995,Green Control,222,Oct 9-10,,C2,PL,C1924,P,1,1,2
1995,Green Control,222,Oct 9-10,,C6,PL,C1879,P,1,1,1
1995,Green Control,222,Oct 9-10,,D3,PL,C1938,P,2,1,2
1995,Green Control,222,Oct 9-10,,E2,PL,C1804,P,1,1,2
1995,Green Control,222,Oct 9-10,,F5,PL,C1943,P,1,1,2
1995,Green Control,222,Oct 9-10,,F1,PL,C1851,P,1,1,2
1995,Green Control,222,Oct 9-10,,G6,PL,C2084,N,1,2,2
1995,Green Control,222,Oct 9-10,,G6,PL,C2085,N,1,2,2
1995,Green Control,222,Oct 9-10,,H8,PL,C2086,N,1,2,2
