DATE,AVE_TEMP,AVE_RH,TOT_PREC,MIN_TEMP,MIN_TEMT,MIN_RH,MIN_RHT,MAX_WS,MAX_WST,MAX_TEMP,MAX_TEMT,MAX_RH,MAX_RHT,MAX_GSW,MAX_GSWT,MAX_DSW,MAX_DSWT,MAX_NETR,MAX_NETT,MAX_GPAR,MAX_GPAT,MAX_DPAR,MAX_DPAT,TOT_GSW,TOT_DSW,TOT_GPAR,TOT_DPAR,POT_PAR,POT_SW,KT_PAR,KT_SW,MIN_NETR,TOT_NETR,AVE_BP,AVE_SWS,AVE_RWD,AVE_RWS,WD_SD
2/15/1995,-6.3,74,8.4,-18.3,633,44,1148,12.4,1416,1.1,1447,89,1956,650,1050,353,1125,,,1193,1050,654,1321,8807,6701,16.11,,34.57,2.00E+04,47,45,,,,2.383,159.2,1.892,36.77
2/16/1995,2.2,68,2.5,-1,2357,45,1411,8,1623,6.4,1255,89,659,875,1152,297,1150,,,1636,1152,874,1403,1.20E+04,5806,22.88,,34.99,2.00E+04,65,63,,,,2.131,6.783,1.153,54.86
2/17/1995,-1.1,61,0,-7.5,712,38,1549,5.6,1242,4.6,1539,88,748,672,1155,101,902,,,1208,1215,728,1415,1.60E+04,2616,27.36,,35.4,2.00E+04,77,80,,,,1.556,60.21,0.428,68.96
2/18/1995,-1.2,65,0,-9.5,651,24,1549,3.6,220,8.8,1552,89,712,725,1133,180,1327,,,1313,1140,884,1351,1.50E+04,3688,25.73,,35.83,2.00E+04,72,74,,,,1.58,119.3,0.69,60.78
2/19/1995,1.8,55,0,-8.2,636,20,1449,8,1434,11.4,1451,88,353,726,1212,245,1358,,,1306,1212,888,1328,1.50E+04,4766,25.7,,36.25,2.00E+04,71,71,,,,1.986,156.4,1.36,45.45
2/20/1995,2.3,67,0,-5.4,653,33,1532,6.4,1935,10.6,1335,89,723,655,1200,141,953,,,1185,1149,892,1319,1.50E+04,3318,26.45,,36.68,2.10E+04,72,73,,,,1.953,126.6,1.474,40.11
2/21/1995,0.7,86,1.9,-1.7,602,77,2358,8.4,2243,2.3,1417,89,1134,215,1238,196,1209,,,410.4,1209,333.4,1209,2653,2653,5,,37.11,2.10E+04,13,13,,,,1.418,346,0.894,49.2
2/22/1995,-1.8,58,0,-5.2,711,39,1608,9.6,649,1.7,1554,77,5,693,1150,132,1418,,,1238,1205,946,1257,1.60E+04,2654,28.44,,37.55,2.10E+04,76,77,,,,2.481,351.5,1.388,53.77
2/23/1995,2.1,63,1.3,-1.2,31,43,1111,5.6,935,5.5,1105,89,1946,792,1104,384,1104,,,1430,1104,647.9,1104,5008,4513,9.35,,37.99,2.10E+04,25,23,,,,2.124,155.9,1.949,23.28
2/24/1995,1.1,68,8.9,-5.7,2341,47,1321,14,1106,5,1310,88,23,923,1132,337,1013,,,1626,1132,1317,1302,6611,5131,11.63,,38.43,2.20E+04,30,30,,,,3.237,290.3,2.228,45.23
2/25/1995,-3.9,50,0,-9.5,653,27,1440,12.8,1328,3.1,1429,81,2348,926,1317,339,1317,,,1649,1316,1321,1316,1.60E+04,4789,27.58,,38.87,2.20E+04,71,73,,,,3.338,285.6,2.375,43.49
2/26/1995,-7.3,39,0.3,-11,614,24,1526,9.2,222,-2,1438,80,0,720,1147,172,854,,,1269,1148,1042,1223,1.60E+04,3093,28.25,,39.31,2.20E+04,72,73,,,,2.358,5.863,2.018,30.76
2/27/1995,-5.2,74,2.5,-7.7,740,35,443,6,437,-2.2,2359,89,1615,93,1226,85,1226,,,173.6,1226,113.4,1226,1892,1892,3.24,,39.77,2.20E+04,8,8,,,,1.361,43.02,0.338,70.2
2/28/1995,0.9,88,20.3,-2.4,0,86,2359,6,2028,4.7,1255,89,0,429,1128,361,1203,,,837,1127,660.3,1203,3590,3590,6.85,,40.22,2.30E+04,17,16,,,,1.268,15.55,0.374,68
3/1/1995,0.3,81,0,-3.2,2352,70,2359,7.2,2248,4.3,1412,87,817,442,1418,329,1230,,,782,1418,618.9,1418,7715,7715,14.19,,40.67,2.30E+04,35,34,,,,2.074,355.7,1.847,26.8
3/2/1995,-2.9,55,0,-6.3,2357,28,1358,11.6,916,0.9,1324,78,619,791,1322,276,1327,,,1401,1322,1124,1239,1.60E+04,5150,28.61,,41.12,2.30E+04,70,70,,,,2.991,358.5,2.69,25.68
3/3/1995,-3.1,56,0,-8.3,642,34,1707,5.6,1246,3,1522,84,2358,786,1204,236,1058,,,1381,1203,1014,1305,1.80E+04,4244,30.67,,41.58,2.40E+04,74,75,,,,1.874,357,0.354,72.9
3/4/1995,-2.1,78,0,-8.1,452,51,1535,4.4,1311,4.2,1514,89,248,459,1511,389,1336,,,796,1336,623.8,1338,6586,6586,12.45,,42.03,2.40E+04,30,28,,,,1.352,131.9,0.986,42.18
3/5/1995,0.5,70,0,-8.3,547,31,1312,6.4,1333,9.3,1324,89,139,765,1137,334,1337,,,1367,1211,1108,1211,1.40E+04,5713,24.11,,42.49,2.40E+04,57,56,,,,1.95,120.8,1.378,43.88
3/6/1995,3.8,84,0.5,0.6,1947,70,1733,6.4,1436,9.9,1519,88,45,681,1449,402,1311,,,1185,1449,926,1449,7343,6917,13.63,,42.95,2.40E+04,32,30,,,,1.726,166.8,1.147,46.93
3/7/1995,7.2,80,0,0,224,63,1205,9.6,1504,12.8,1217,88,319,648,1214,412,1103,,,1279,1214,953,1214,7100,7100,13.3,,43.41,2.50E+04,31,29,,,,2.713,153.4,2.147,37
3/8/1995,10.6,79,31,-1.4,2359,66,1257,13.6,2240,18.5,1402,88,2349,780,1151,361,1149,,,1559,1150,672.8,1149,4581,4581,8.74,,43.87,2.50E+04,20,18,,,,4.157,157.4,1.674,62.6
3/9/1995,-4.5,74,3,-8,2249,57,1627,11.2,207,-1.3,2,88,122,989,1024,307,1101,,,1713,1151,1124,1317,1.70E+04,6109,29.05,,44.33,2.50E+04,66,66,,,,3.547,344.2,3.214,24.82
3/10/1995,-5.3,45,0,-11.2,648,24,1620,9.6,1127,1.2,1437,65,48,825,1108,121,1112,,,1423,1108,283.4,1344,2.00E+04,2541,34.85,,44.79,2.50E+04,78,81,,,,2.496,339.8,2.101,32.25
3/11/1995,-0.6,42,0,-6.7,613,25,1325,6.8,1812,4.7,1507,68,656,858,1053,425,1118,,,1500,1154,727,1142,1.20E+04,9453,21,,45.25,2.60E+04,46,46,,,,2.134,151.1,1.408,47.25
3/12/1995,2.7,65,0,-1.3,621,50,1,8,1134,8.5,1457,82,2359,937,1155,447,1146,,,1752,1155,1216,1251,1.30E+04,9580,22.82,,45.71,2.60E+04,50,50,,,,3.128,144.6,2.922,20.76
3/13/1995,9.1,66,0,3.1,2337,27,1630,4.8,1349,20.1,1535,88,647,759,1201,275,910,,,1347,1202,754,1321,1.80E+04,3848,31.29,,46.18,2.60E+04,68,67,,,,1.75,151.5,0.57,66.5
3/14/1995,10.1,61,0,-1.3,445,31,1455,5.6,1344,21.2,1452,88,430,940,1154,408,1200,,,1800,1156,1187,1406,1.60E+04,6687,29.56,,46.64,2.60E+04,63,60,,,,1.844,92,0.68,64.35
3/15/1995,12.9,62,0,5,556,32,1518,6.4,1251,22.5,1511,84,706,901,1156,406,955,,,1716,1156,1321,1201,1.60E+04,7079,30.98,,47.1,2.70E+04,66,61,,,,1.71,64.97,0.545,66.85
3/16/1995,11.9,71,1.9,7.1,337,37,1421,7.2,2253,20.9,1401,87,2152,950,1251,414,1248,,,1738,1251,1063,1248,1.50E+04,5683,29.39,,47.56,2.70E+04,62,57,,,,2.529,142,2.134,32
3/17/1995,8.3,81,7,3.2,2048,67,1415,10,607,14.3,1319,87,406,950,1240,547,1157,,,1705,1239,1400,1239,7134,5904,13.51,,48.02,2.70E+04,28,26,,,,2.152,356.4,0.595,68.9
3/18/1995,5.7,65,0,-0.1,2321,43,1524,11.6,934,11.7,1521,86,2349,1186,1109,415,1106,,,2186,1109,714,1106,1.80E+04,6418,32.15,,48.48,2.70E+04,66,64,,,,2.69,352.7,2.308,30.54
3/19/1995,5.8,60,0,-2.1,540,30,1547,7.6,2107,13.1,1453,89,643,1038,1210,354,1236,,,1895,1238,1259,1238,1.90E+04,7867,34.96,,48.93,2.80E+04,71,69,,,,2.023,153.4,0.736,64.61
3/20/1995,6.9,67,0.6,0.4,602,44,1455,10.4,1644,12.9,1353,87,632,927,1038,417,1350,,,1674,1038,1180,1331,1.40E+04,1.10E+04,26.06,,49.39,2.80E+04,53,51,,,,3.256,161.7,2.952,24.76
3/21/1995,8.9,85,10.8,6,2359,77,1558,8,1633,12.9,1553,87,2256,798,1459,335,1456,,,1377,1459,550.4,1456,4791,4181,9.24,,49.85,2.80E+04,19,17,,,,2.358,163.3,1.273,54.94
3/22/1995,5.4,76,1.1,2.6,332,52,1535,9.6,1339,9.9,1515,87,337,844,1404,377,1036,,,1508,1404,731,1232,9355,7407,17,,50.3,2.80E+04,34,33,,,,2.208,274.9,1.215,54.32
3/23/1995,5.2,69,0,2.7,331,52,1129,8,1812,9.1,948,83,2344,1035,945,403,944,,,1858,945,699.1,944,6874,6408,12.78,,50.75,2.90E+04,25,24,,,,2.132,341,1.8,31.97
3/24/1995,2.7,41,0,-0.7,2346,34,1508,9.6,1605,5.8,1503,56,2352,547,1450,274,1500,,,1142,1450,448.2,1459,1983,1946,3.46,,51.2,2.90E+04,7,7,,,,2.99,338.6,2.74,23.46
3/25/1995,3.2,38,0,-5.3,623,18,1508,14,1343,11.5,1413,71,517,905,1018,169,1055,493,1029,1596,1018,545.4,1204,2.20E+04,3720,39.05,9.51,51.65,2.90E+04,76,76,-82,7544,,2.961,335.8,2.562,29.73
3/26/1995,6.6,32,0,-1.6,557,18,1533,12.8,1517,14.6,1437,59,646,859,1209,68,1142,478,1210,1580,1210,1098,1209,2.30E+04,2660,41.71,15.63,52.1,2.90E+04,80,77,-73,8263,,2.508,343,1.976,37.31
3/27/1995,3.9,45,0,-4.8,504,20,1711,10,1257,11.3,1511,86,625,852,1149,70,1215,473,1134,1585,1201,184,1143,2.30E+04,2768,42.16,5.36,52.54,3.00E+04,80,78,-79,8427,,2.266,358.4,1.679,41.23
3/28/1995,3.9,42,0,-3.8,540,21,1659,10,1607,11.4,1338,80,630,861,1142,136,1429,478,1216,1611,1226,608.7,1148,2.30E+04,3114,42.66,9.56,52.99,3.00E+04,81,78,-66,8774,,2.006,347.9,1.488,41.18
3/29/1995,5.5,43,0,-5.8,539,17,1547,8,2117,15.6,1503,86,629,868,1155,195,1419,476,1154,1602,1152,460.5,1153,2.30E+04,3877,41.81,9.03,53.42,3.00E+04,78,76,-77,8427,,2.251,148.8,1.347,51.32
3/30/1995,5.7,78,8.3,2.5,355,38,6,7.6,1437,10.5,1148,87,1539,794,1325,441,948,417,1148,1427,1325,933,1148,7414,6937,13.91,11.24,53.86,3.00E+04,26,24,-45,2856,,2.042,140.1,1.33,47.81
3/31/1995,5.3,63,0.6,0.2,2341,32,1352,10.4,1406,11.2,1338,87,619,1108,1227,382,1335,679,1227,2010,1227,600.2,1335,1.40E+04,8591,25.22,13.97,54.3,3.10E+04,46,44,-70,5908,,1.831,315.9,1.366,40.84
4/1/1995,1.4,56,0,-5.2,535,23,1658,8.4,1319,8.6,1533,88,508,1082,1157,377,1322,650,1157,1947,1156,685.2,1156,1.80E+04,7767,32.12,13.09,54.73,3.10E+04,59,58,-73,6753,,1.724,6.928,0.656,63.74
4/2/1995,0.5,46,0,-7.4,553,19,1445,6.8,1452,9.1,1330,85,628,896,1149,345,1241,502,1151,1623,1149,929,1149,2.20E+04,8495,38.52,19.33,55.16,3.10E+04,70,70,-81,7724,,1.774,20.11,0.733,62.04
4/3/1995,2.8,44,0,-9.3,518,17,1557,10.8,1724,12.5,1558,86,552,952,1217,397,1244,530,1217,1824,1255,612.4,1244,2.00E+04,6371,35.28,10.54,55.59,3.10E+04,63,63,-71,6870,,2.767,161.3,1.965,43.6
4/4/1995,4.8,55,5.1,-6.3,2355,30,2034,22.4,1224,16.6,1210,85,849,1039,1208,445,1030,604,1210,1961,1208,728,1030,1.10E+04,5889,21.24,9.74,56.01,3.20E+04,38,36,-91,3983,,3.977,268.1,1.492,64.03
4/5/1995,-4.4,37,0,-8.3,435,24,1619,16.4,1222,0.7,1606,58,821,1118,1253,391,1102,669,1234,1999,1138,1522,1138,2.10E+04,8299,36.39,22.66,56.43,3.20E+04,64,66,-91,6929,,4.117,309.4,3.604,28.59
4/6/1995,0.4,39,0,-8.6,525,23,1528,10.8,1451,7.2,1526,73,2343,1067,1218,420,1430,583,1218,1989,1221,643.6,1430,2.00E+04,7140,36.03,12.66,56.85,3.20E+04,63,61,-72,8301,,2.271,191.4,0.689,67.6
4/7/1995,4.1,58,0.3,-2.2,547,34,1642,9.6,1150,9.9,1520,87,500,1133,1018,459,1018,657,1022,1995,1022,741,1018,2.30E+04,8204,40.99,14.12,57.26,3.20E+04,72,71,-74,1.00E+04,,2.277,6.348,1.547,45.85
4/8/1995,0,77,11.4,-4.5,543,47,0,5.2,118,2.7,0,87,1144,172,621,98,621,77,622,276.6,621,140.3,621,1864,1864,2.57,2.57,57.67,3.30E+04,4,6,-69,-1.00E+03,,1.364,100.3,0.61,60.24
4/9/1995,4.5,81,8.3,0.4,156,62,1243,10.4,1730,12.7,1216,87,422,938,1206,502,1224,552,1120,1684,1206,845,1046,1.10E+04,8812,20.11,14.95,58.08,3.30E+04,35,33,-55,5318,,2.185,359.4,0.942,61.1
4/10/1995,2.5,46,0,-3.3,555,25,1408,10.8,101,9.4,1322,85,0,915,1144,389,1342,525,1156,1628,1316,599.2,1342,2.10E+04,6095,36.62,10.12,58.48,3.30E+04,63,63,-76,8615,,2.485,357.8,1.978,36.59
4/11/1995,6.1,43,0,-5,530,17,1628,8,1604,16.5,1405,85,606,917,1146,219,1221,516,1146,1657,1145,343.3,1224,2.30E+04,7265,41.62,11.8,58.89,3.30E+04,71,70,-64,9715,,2.337,150.3,1.604,45.36
4/12/1995,8.4,74,13.6,4.3,332,25,42,10.4,2114,14.7,2139,85,1159,141,1229,120,1229,85,1229,294.2,1229,217.3,1229,2435,2435,5.11,4.46,59.28,3.40E+04,9,7,-42,1335,,2.93,133.8,2.308,37.32
4/13/1995,10,72,4.4,4.9,2359,47,1436,7.2,1057,14.2,1428,83,400,937,1425,457,1423,543,1425,1657,1425,684.9,1423,6489,6417,12.54,10.45,59.67,3.40E+04,21,19,-29,3109,,2.149,243.2,0.892,61.95
4/14/1995,7,58,0.3,2.7,352,37,1342,8.4,1021,11.9,1338,84,404,1159,1035,473,1240,703,1133,2083,1035,717,1240,1.20E+04,8229,22.13,13.08,60.06,3.40E+04,37,36,-62,5573,,2.195,322.3,1.868,31.26
4/15/1995,5.9,39,0,0.8,516,23,1206,11.6,1527,11.2,1328,70,316,1290,1303,440,1303,797,1303,2360,1302,662.4,1303,2.10E+04,8922,37.2,14.26,60.45,3.40E+04,62,60,-72,9690,,3.282,302.2,2.968,25.04
4/16/1995,6.5,34,0,0.2,538,17,1408,11.2,1232,16,1407,47,600,1065,1309,357,1417,641,1403,2032,1317,514.3,1511,2.50E+04,6140,46.37,10.06,60.83,3.40E+04,76,73,-76,1.10E+04,,2.923,310.2,1.987,45.83
4/17/1995,6.6,47,0,-4.7,504,21,1744,6,1145,16.2,1514,84,530,936,1136,250,1441,555,1148,1747,1145,376.3,1440,2.60E+04,4609,48.37,7.78,61.2,3.50E+04,79,75,-59,1.20E+04,,1.619,59.19,0.245,74.6
4/18/1995,11.3,41,0,-1.5,456,15,1604,8,2300,20.1,1523,85,535,944,1049,246,1139,545,1202,1769,1049,396.2,1138,2.50E+04,5352,47.01,9.12,61.58,3.50E+04,76,72,-54,1.20E+04,,2.117,142.1,0.488,71.1
4/19/1995,12.3,67,12.8,8.1,506,39,204,7.2,12,17.8,1655,76,731,567,1407,438,1407,316,1407,1114,1407,647.5,1407,5431,5106,10.84,8.33,61.94,3.50E+04,17,16,-59,2119,,1.867,132.3,0.794,61.41
4/20/1995,11,51,0,3,438,29,1553,9.2,931,18,1412,76,528,1033,943,275,943,598,1014,1974,1029,464.2,943,2.50E+04,6366,45.96,10.43,62.31,3.50E+04,74,70,-56,1.30E+04,,2.081,356.9,1.231,51.75
