DATE,AVE_TEMP,AVE_RH,TOT_PREC,MIN_TEMP,MIN_TEMT,MIN_RH,MIN_RHT,MAX_WS,MAX_WST,MAX_TEMP,MAX_TEMT,MAX_RH,MAX_RHT,MAX_GSW,MAX_GSWT,MAX_DSW,MAX_DSWT,MAX_NETR,MAX_NETT,MAX_GPAR,MAX_GPAT,MAX_DPAR,MAX_DPAT,TOT_GSW,TOT_DSW,TOT_GPAR,TOT_DPAR,POT_PAR,POT_SW,KT_PAR,KT_SW,MIN_NETR,TOT_NETR,AVE_BP,AVE_SWS,AVE_RWD,AVE_RWS,WD_SD
1/1/2000,-1.1,85,0,-10.1,725,52,1307,8.1,1338,9.1,1411,98,2319,514,1211,246,1113,269,1208,1026,1211,469.3,1409,7715,2516,15.05,7.61,22.44,1.30E+04,67,61,-42,2720,755.25,1.93,152.4,1.384,43.1
1/2/2000,5.4,89,1.8,-3.3,34,68,1403,8.5,1509,12.7,1427,99,912,435,1143,280,1232,275,1248,852,1248,539.9,1248,4389,3534,9.17,7.56,22.53,1.30E+04,41,34,-12,2742,752.25,1.92,153.7,1.43,40.95
1/3/2000,12,87,0.5,7.1,2309,65,1308,10.5,2329,16.1,1215,99,2330,494,1210,248,1145,308,1211,1027,1210,513.4,1236,3075,2955,6.88,6.06,22.64,1.30E+04,30,24,-4,2361,751.5,1.647,182.9,0.598,64.66
1/4/2000,11.5,88,10.9,4.1,0,78,1339,13.2,1701,16.5,1338,96,2147,292,1151,289,1151,209,1151,661.3,1151,592.6,1151,1355,1355,3.26,3.15,22.75,1.30E+04,14,11,-8,974,743.25,3.916,157.2,2.551,47.82
1/5/2000,-1,61,0,-7.4,2349,38,1447,12.1,900,4.2,0,95,154,471,1210,137,944,249,1216,935,1209,576.9,1405,8832,1718,17.44,7.48,22.87,1.30E+04,76,68,-63,1642,753,2.641,331.5,2.145,35.1
1/6/2000,-3.2,72,0,-11.7,712,39,1258,10.5,1458,4.8,1409,93,823,592,1211,240,1257,324,1202,1188,1211,799,1404,1.00E+04,3379,19.3,9.52,23,1.30E+04,84,77,-59,2505,762.75,2.248,154.1,1.917,31.06
1/7/2000,0.2,75,0,-5.1,438,44,1559,12.9,1601,7.7,1438,98,539,476,1259,233,1224,268,1221,962,1223,620.4,1424,5180,3288,10.61,8.48,23.14,1.30E+04,46,40,-57,1314,754.5,2.493,265.7,0.743,67.87
1/8/2000,-1.3,56,0,-6,726,34,1404,6.9,5,3.2,1459,72,604,447,1206,53,1059,235,1209,892,1208,617.8,1355,8791,1477,17.6,7.06,23.29,1.30E+04,76,67,-54,1490,756,2.186,221.5,1.193,54.57
1/9/2000,3.4,63,1,-1.2,554,42,1216,6.1,1225,9.4,1429,98,2345,507,1206,205,1114,297,1206,1034,1206,614.4,1353,5866,3297,12.26,8.32,23.45,1.30E+04,52,44,-46,2568,751.5,1.92,169.1,1.094,53.11
1/10/2000,5.1,90,7.6,2.1,117,76,1058,14.4,1639,8.9,1806,98,327,91,1212,89,1212,66,1212,221.8,1212,190.1,1212,930,930,2.19,2.08,23.61,1.30E+04,9,7,-40,330,742.5,3.408,140.3,2.211,48
1/11/2000,5.7,62,0,2.7,2334,36,1530,14.8,1307,10.3,1033,84,33,467,1032,211,1334,260,1032,936,1021,792,1414,5171,2996,10.69,8.32,23.79,1.30E+04,45,38,-44,764,738.75,3.77,232.1,2.59,45.32
1/12/2000,2,57,0,-4.2,2219,31,1502,13.6,514,6.5,1354,84,2327,627,1139,224,1140,377,1139,1261,1141,601.3,1409,6452,2404,13.03,7.46,23.97,1.40E+04,54,48,-52,1488,750,2.668,304.6,1.948,42.06
1/13/2000,-5.3,82,10.2,-13.3,2353,58,2036,10.1,1347,-1.5,550,96,755,86,1526,61,1530,7,1508,46.9,1525,46.9,1525,951,732,0.72,0.72,24.16,1.40E+04,3,7,-43,-1.00E+03,748.5,2.251,357.7,1.717,39.45
1/14/2000,-13.1,52,0,-17.9,2343,33,1204,11.7,1238,-7.9,1400,80,2347,462,1300,124,1405,-8,1354,213.9,1201,213.9,1405,6033,1792,4.36,4.36,24.36,1.40E+04,18,44,-78,-3.00E+03,759.75,2.64,329.1,2.176,33.96
1/15/2000,-12.4,56,0,-18.5,328,30,1307,6.9,2314,-5.7,2356,85,109,534,1137,121,1137,11,1148,283.3,1136,283.3,1403,9435,2031,5.18,5.18,24.57,1.40E+04,21,68,-59,-2.00E+03,764.25,1.6,78.6,0.338,71.9
1/16/2000,-1.7,62,0.3,-10.6,2358,42,2130,15.2,2202,4.8,1440,94,1953,509,1312,259,1054,45,1307,972,1348,828,1348,4443,3361,8.53,8.02,24.78,1.40E+04,34,32,-55,-604,750.75,3.815,247.4,1.42,64.18
1/17/2000,-16.6,47,0,-19.9,0,37,1442,15.2,842,-10.4,2,55,506,491,1141,85,1030,8,1159,932,1142,682.1,1347,1.00E+04,2070,18.87,8.47,25.01,1.40E+04,75,71,-65,-3.00E+03,756.75,3.832,346.9,3.425,26.4
1/18/2000,-17,50,0,-21.4,416,35,1318,7.7,102,-11.3,1409,72,2338,555,1159,195,1428,33,1145,1083,1159,608.8,1358,8845,3434,17.33,7.51,25.24,1.40E+04,69,62,-50,-2.00E+03,752.25,1.938,354.6,1.594,34.1
1/19/2000,-14.3,61,0,-21.4,412,25,1517,4.9,1010,-5.5,1509,83,315,495,1205,101,901,14,1151,967,1201,672.1,1401,9904,1999,19.22,7.59,25.48,1.40E+04,75,69,-62,-2.00E+03,747,1.266,341.2,0.375,67.96
1/20/2000,-9.1,83,2,-15.8,1,71,1505,5.3,2359,-5.1,1349,91,1830,151,1312,130,1313,-2,810,324.8,1312,208,1312,2392,2328,4.9,3.55,25.73,1.50E+04,19,16,-61,-1.00E+03,741,1.245,34.08,0.54,60.97
1/21/2000,-11.9,52,0.5,-19.1,2354,30,1528,12.9,1428,-7.1,17,90,0,524,1151,89,1357,2,752,1019,1202,621.9,1427,1.10E+04,2001,21,7.35,25.99,1.50E+04,81,74,-82,-3.00E+03,741.75,3.176,322.8,2.841,26.3
1/22/2000,-16.8,55,0,-25,715,29,1505,10.1,1251,-9.1,1512,80,556,524,1153,70,1143,5,1223,1021,1148,637.1,1421,1.10E+04,1911,21.26,7.74,26.25,1.50E+04,81,74,-72,-3.00E+03,751.5,1.735,331.7,0.538,67.27
1/23/2000,-11.3,69,0,-19.6,715,48,1320,6.1,1427,-3.8,1411,85,804,486,1404,323,1311,57,1310,988,1404,793,1411,5523,5108,11.86,10.94,26.52,1.50E+04,45,37,-29,-226,754.5,1.31,135.6,0.762,52.38
1/24/2000,-3.3,68,0,-7,2330,55,2148,6.5,2101,1.8,1335,80,636,581,1144,380,1142,94,1142,1158,1144,735,1142,6309,5495,13.37,11.01,26.8,1.50E+04,50,42,-45,-550,752.25,1.169,50.42,0.273,70.9
1/25/2000,-6.4,84,25.4,-8.3,850,61,0,11.7,1908,-4.8,1440,94,2303,137,1159,133,1159,13,1126,335.4,1159,295.8,1159,1813,1813,4.62,4.44,27.08,1.50E+04,17,12,-27,-119,738.75,3.303,352,2.979,25.36
1/26/2000,-6.5,74,1.5,-11.1,2353,49,1428,10.9,12,-1.3,1457,94,13,643,1315,319,1224,48,1315,1334,1315,739,1444,7029,5605,15.23,12.42,27.38,1.50E+04,56,45,-42,-922,741,2.177,333.2,1.829,32.41
1/27/2000,-11.9,56,0,-17,2359,40,1513,9.7,1509,-8,1441,70,12,548,1115,140,902,22,1112,1089,1127,647,1424,1.10E+04,3069,21.84,8.58,27.68,1.60E+04,79,70,-59,-2.00E+03,749.25,2.508,336.3,2.213,27.78
