DATE,AVE_TEMP,AVE_RH,TOT_PREC,MIN_TEMP,MIN_TEMT,MIN_RH,MIN_RHT,MAX_WS,MAX_WST,MAX_TEMP,MAX_TEMT,MAX_RH,MAX_RHT,MAX_GSW,MAX_GSWT,MAX_DSW,MAX_DSWT,MAX_NETR,MAX_NETT,MAX_GPAR,MAX_GPAT,MAX_DPAR,MAX_DPAT,TOT_GSW,TOT_DSW,TOT_GPAR,TOT_DPAR,POT_PAR,POT_SW,KT_PAR,KT_SW,MIN_NETR,TOT_NETR,AVE_BP,AVE_SWS,AVE_RWD,AVE_RWS,WD_SD
1/1/1999,-10.2,67,0,-18.1,2358,36,1447,,,-4.2,1341,93,125,575,1135,222,1338,1,703,955,1135,500.7,1410,7883,2404,12.21,5.12,22.44,1.30E+04,54,62,-205,-4.00E+03,,,298.1,,65.36
1/2/1999,-14.2,66,0,-22.2,656,44,1600,,,-9.3,1457,88,221,502,1257,258,1127,18,1127,897,1259,388.9,916,7025,4310,11.56,6.82,22.53,1.30E+04,51,55,-99,-1.00E+03,,,357.4,,67.68
1/3/1999,-0.7,91,27.4,-9.6,0,65,10,,,6.4,1434,100,2242,121,1429,116,1429,96,520,230.2,1429,182.4,1429,851,851,1.66,1.32,22.64,1.30E+04,7,7,-59,-502,,,10.64,,47.31
1/4/1999,-5,59,0,-9.3,2340,39,1415,,,0.8,10,95,32,481,1143,71,1343,114,148,784,1157,410.1,1413,9535,1632,15.25,4.63,22.75,1.30E+04,67,74,-299,-4.00E+03,,,1.389,,14.91
1/5/1999,-9.3,69,0,-14.9,2359,43,1531,,,-3.6,1445,94,2108,468,1200,91,1503,168,1636,769,1154,404.4,1409,9129,1932,14.55,4.78,22.87,1.30E+04,64,71,-93,-3.00E+03,,,4.078,,5.333
1/6/1999,-9.1,77,0,-17.1,627,47,1213,,,-2.6,2348,93,523,598,1117,268,1205,166,1633,926,1117,378.6,1205,6243,2913,8.56,4.54,23,1.30E+04,37,48,-133,-1.00E+03,,,2.069,,2.658
1/7/1999,-4.7,55,0,-12.5,2358,33,1320,,,-1.7,354,82,701,592,1103,243,1100,104,1103,936,1103,499.7,1400,7427,2961,11.62,6.67,23.14,1.30E+04,50,57,-118,-3.00E+03,,,5.628,,9.73
1/8/1999,-9.7,87,5.3,-16.7,547,51,1154,,,-3.8,2124,100,2051,137,927,126,927,,,248.6,958,192.6,958,2527,2527,4.43,3.67,23.29,1.30E+04,19,19,,,,,1.085,,4.837
1/9/1999,0.2,94,20.8,-5.7,2359,70,2145,,,4.2,1454,100,540,45,1135,43,1135,,,97.6,1135,68.7,1135,534,534,1.15,0.77,23.45,1.30E+04,5,4,,,,,2.145,,9.62
1/10/1999,-6.8,61,0,-11.2,800,37,1151,,,-3.9,1347,85,1919,491,1151,59,1129,,,801,1203,456.7,1357,9945,1620,15.83,5.1,23.61,1.30E+04,67,74,,,,,1.796,,10.02
1/11/1999,-7.8,57,0,-11,1928,35,1319,,,-4.8,1318,88,2332,670,1134,286,1143,,,1031,1134,412.3,1421,8590,3963,13.13,7,23.79,1.30E+04,55,64,,,,,1.712,,3.534
1/12/1999,-1.9,74,0.6,-9.6,0,55,1510,,,5.3,1516,93,2358,425,1339,257,1332,,,746,1337,364.7,1428,3485,2960,5.84,4.75,23.97,1.40E+04,24,26,,,,,0.744,,5.05
1/13/1999,-4.5,87,3.8,-16,2357,64,2250,,,2.7,726,100,859,117,1417,110,1417,,,198.9,1417,152.3,1417,1360,1360,2.28,1.84,24.16,1.40E+04,9,10,,,,,2.043,,12.22
1/14/1999,-17.8,82,14,-19.6,736,70,19,,,-13.1,2358,92,2339,142,1058,133,1058,,,253.8,1058,187.8,1058,1851,1851,3.12,2.47,24.36,1.40E+04,13,13,,,,,2.133,,12.84
1/15/1999,-3.1,95,21.6,-13.2,0,79,2240,,,1.9,1045,100,1756,220,1428,209,1429,,,,,,,1274,1274,,,24.57,1.40E+04,3,9,,,,,1.369,,7.89
1/16/1999,-3.6,78,0,-10.4,333,61,1459,,,2.5,1510,94,328,638,1323,320,1226,,,,,,,7046,4004,,,24.78,1.40E+04,0,50,,,,,0.573,,1.392
1/17/1999,1.6,79,0,-3.7,2251,44,1518,,,8.4,1439,100,749,512,1223,153,1017,,,,,,,1.00E+04,2585,,,25.01,1.40E+04,0,73,,,,,0.866,,2.929
1/18/1999,5.1,90,19.1,-3.6,121,61,447,15.6,1503,11.6,1816,99,1810,177,1233,169,1233,,,,,,,1339,1339,,,25.24,1.40E+04,,9,,,,,352.5,,40.83
1/19/1999,2.9,69,0,-2.7,2030,48,1325,12.2,1026,6.4,1026,95,2031,605,1034,246,1028,,,,,,,4448,3117,,,25.48,1.40E+04,,31,,,,2.811,233.8,2.3,34.56
1/20/1999,-0.6,73,0,-5.5,2307,39,1344,5.6,1419,5.1,1442,97,2311,561,1125,234,1051,,,,,,,8736,3113,,,25.73,1.50E+04,52,60,,,,1.176,212.2,0.341,68.24
1/21/1999,-1.4,89,8.6,-8.1,649,64,1328,2.5,1510,3.6,1405,100,2331,456,1056,250,1109,,,765,1056,342.6,1108,4833,3676,7.8,5.13,25.99,1.50E+04,30,33,,,,0.525,348.2,0.155,67.99
1/22/1999,1.9,100,0.3,0.9,35,98,2312,5.5,2229,2.9,2308,100,227,64,1131,61,1131,,,118.5,1131,81.9,1129,963,963,1.81,1.25,26.25,1.50E+04,7,6,,,,0.869,334.7,0.567,47.79
1/23/1999,5.3,99,1.3,1.6,149,96,1558,10.7,2356,12.7,2357,100,852,183,1223,174,1223,,,320.9,1223,228,1223,1994,1994,3.93,2.65,26.52,1.50E+04,15,13,,,,1.882,144.7,1.166,49.95
1/24/1999,9.5,98,16.5,-0.7,2340,92,259,13,257,15.9,309,100,2211,119,1029,113,1029,,,222.3,1029,157.3,1029,1239,1239,3.12,1.73,26.8,1.50E+04,12,8,,,,2.491,181.3,1.549,49.8
1/25/1999,-1,93,1.3,-5.5,2343,70,1138,4.2,8,1.8,1137,100,1835,141,1123,133,1123,,,229.8,1123,161.8,1123,1978,1978,3.07,2.24,27.08,1.50E+04,11,13,,,,0.586,305.4,0.349,51.53
1/26/1999,-3.8,87,0,-10,739,57,1311,6.9,1555,3,1347,100,2225,631,1019,179,1446,,,986,1042,379.3,1414,1.20E+04,2414,14.73,3.46,27.38,1.50E+04,54,76,,,,0.703,213.4,0.349,57.47
1/27/1999,-2.6,88,0.8,-8.9,640,63,1257,4,1254,2.7,1252,99,919,726,1200,281,1200,,,1174,1200,371.9,1200,6473,3548,9.75,4.86,27.68,1.60E+04,35,41,,,,0.742,92.5,0.152,72.2
